BANNER,LOINC #,Long Common Name,CLASS,Class Override,Rank,Example UCUM,Example UCUM Display,Comments,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,System Adjusted,GROUP,
,3665-7,Gentamicin [Mass/volume] in Serum or Plasma --trough,DRUG/TOX,Drug/Tox,871,mg/L,mg/L,,Gentamicin^trough,MCnc,Pt,Ser/Plas,Qn,,Ser/Plas,Gentamicin,
,5669-7,Isopropanol [Mass/volume] in Serum or Plasma,DRUG/TOX,Drug/Tox,1528,mg/dL,mg/dL,,Isopropanol,MCnc,Pt,Ser/Plas,Qn,,Ser/Plas,,
,6948-4,Lamotrigine [Mass/volume] in Serum or Plasma,DRUG/TOX,Drug/Tox,957,ug/mL,ug/mL,,Lamotrigine,MCnc,Pt,Ser/Plas,Qn,,Ser/Plas,,
,10912-4,Lead [Mass/volume] in Serum or Plasma,DRUG/TOX,Drug/Tox,1231,ug/dL,ug/dL,,Lead,MCnc,Pt,Ser/Plas,Qn,,Ser/Plas,,
,30471-7,Levetiracetam [Mass/volume] in Serum or Plasma,DRUG/TOX,Drug/Tox,1022,ug/mL,ug/mL,,Levetiracetam,MCnc,Pt,Ser/Plas,Qn,,Ser/Plas,,
,3714-3,Lidocaine [Mass/volume] in Serum or Plasma,DRUG/TOX,Drug/Tox,1934,ug/mL,ug/mL,,Lidocaine,MCnc,Pt,Ser/Plas,Qn,,Ser/Plas,,
,3719-2,Lithium [Mass/volume] in Serum or Plasma,DRUG/TOX,Drug/Tox,1038,,,"CAUTION: Because Lithium is the positive ion of salt, it is most commonly reported as moles/volume [LOINC: 14334-7], not as a mass concentration [LOINC: 3719-2].",Lithium,MCnc,Pt,Ser/Plas,Qn,,Ser/Plas,,
,14334-7,Lithium [Moles/volume] in Serum or Plasma,DRUG/TOX,Drug/Tox,667,mol/L,mol/L,"Because Lithium is the positive ion of salt, it is most commonly reported as mole/volume [LOINC: 14334-7], not as a mass concentration [LOINC: 3719-2].",Lithium,SCnc,Pt,Ser/Plas,Qn,,Ser/Plas,,
,5693-7,Methanol [Mass/volume] in Serum or Plasma,DRUG/TOX,Drug/Tox,1352,mg/dL,mg/dL,,Methanol,MCnc,Pt,Ser/Plas,Qn,,Ser/Plas,,
,14836-1,Methotrexate [Moles/volume] in Serum or Plasma,DRUG/TOX,Drug/Tox,877,umol/L,umol/L,,Methotrexate,SCnc,Pt,Ser/Plas,Qn,,Ser/Plas,,
,23905-3,Mycophenolate [Mass/volume] in Serum or Plasma,DRUG/TOX,Drug/Tox,1787,ug/mL,ug/mL,,Mycophenolate,MCnc,Pt,Ser/Plas,Qn,,Ser/Plas,,
,35622-0,Nordiazepam [Mass/volume] in Serum or Plasma by Screen method,DRUG/TOX,Drug/Tox,1782,ug/mL,ug/mL,,Nordiazepam,MCnc,Pt,Ser/Plas,Qn,Screen,Ser/Plas,,
,35331-8,Oxcarbazepine [Mass/volume] in Serum or Plasma,DRUG/TOX,Drug/Tox,1659,ug/mL,ug/mL,,Oxcarbazepine,MCnc,Pt,Ser/Plas,Qn,,Ser/Plas,,
,3948-7,Phenobarbital [Mass/volume] in Serum or Plasma,DRUG/TOX,Drug/Tox,710,ug/mL,ug/mL,,Phenobarbital,MCnc,Pt,Ser/Plas,Qn,,Ser/Plas,,
,3968-5,Phenytoin [Mass/volume] in Serum or Plasma,DRUG/TOX,Drug/Tox,356,ug/mL,ug/mL,,Phenytoin,MCnc,Pt,Ser/Plas,Qn,,Ser/Plas,,
,3969-3,Phenytoin Free [Mass/volume] in Serum or Plasma,DRUG/TOX,Drug/Tox,1581,ug/mL,ug/mL,,Phenytoin.free,MCnc,Pt,Ser/Plas,Qn,,Ser/Plas,,
,4024-6,Salicylates [Mass/volume] in Serum or Plasma,DRUG/TOX,Drug/Tox,464,mg/dL,mg/dL,,Salicylates,MCnc,Pt,Ser/Plas,Qn,,Ser/Plas,,
,35597-4,Salicylates [Mass/volume] in Serum or Plasma by Screen method,DRUG/TOX,Drug/Tox,870,mg/dL,mg/dL,,Salicylates,MCnc,Pt,Ser/Plas,Qn,Screen,Ser/Plas,,
,4023-8,Salicylates [Presence] in Serum or Plasma,DRUG/TOX,Drug/Tox,832,,,,Salicylates,ACnc,Pt,Ser/Plas,Ord,,Ser/Plas,,
,5724-0,Selenium [Mass/volume] in Serum or Plasma,DRUG/TOX,Drug/Tox,1614,ng/mL,ng/mL,,Selenium,MCnc,Pt,Ser/Plas,Qn,,Ser/Plas,,
,4049-3,Theophylline [Mass/volume] in Serum or Plasma,DRUG/TOX,Drug/Tox,1059,ug/mL,ug/mL,,Theophylline,MCnc,Pt,Ser/Plas,Qn,,Ser/Plas,,
,35670-9,Tobramycin [Mass/volume] in Serum or Plasma,DRUG/TOX,Drug/Tox,1858,mg/L,mg/L,,Tobramycin�,MCnc�,Pt�,Ser/Plas�,Qn�,,Ser/Plas,Tobramycin,
,4057-6,Tobramycin [Mass/volume] in Serum or Plasma --peak,DRUG/TOX,Drug/Tox,1574,ug/mL,ug/mL,,Tobramycin^peak,MCnc,Pt,Ser/Plas,Qn,,Ser/Plas,Tobramycin,
,4059-2,Tobramycin [Mass/volume] in Serum or Plasma --trough,DRUG/TOX,Drug/Tox,1537,ug/ml,ug/ml,,Tobramycin^trough,MCnc,Pt,Ser/Plas,Qn,,Ser/Plas,Tobramycin,
,17713-9,Topiramate [Mass/volume] in Serum or Plasma,DRUG/TOX,Drug/Tox,1804,ug/mL,ug/mL,,Topiramate,MCnc,Pt,Ser/Plas,Qn,,Ser/Plas,,
,4073-3,Tricyclic antidepressants [Presence] in Serum or Plasma,DRUG/TOX,Drug/Tox,421,,,,Tricyclic antidepressants,ACnc,Pt,Ser/Plas,Ord,,Ser/Plas,,
,4086-5,Valproate [Mass/volume] in Serum or Plasma,DRUG/TOX,Drug/Tox,408,ug/mL,ug/mL,,Valproate,MCnc,Pt,Ser/Plas,Qn,,Ser/Plas,,
,20578-1,Vancomycin [Mass/volume] in Serum or Plasma,DRUG/TOX,Drug/Tox,2009,ug/mL,ug/mL,Use this code for random Vancomycin tests (it is equivalent).,Vancomycin,MCnc,Pt,Ser/Plas,Qn,,Ser/Plas,,
,4090-7,Vancomycin [Mass/volume] in Serum or Plasma --peak,DRUG/TOX,Drug/Tox,937,ug/mL,ug/mL,,Vancomycin^peak,MCnc,Pt,Ser/Plas,Qn,,Ser/Plas,Vancomycin,
,4092-3,Vancomycin [Mass/volume] in Serum or Plasma --trough,DRUG/TOX,Drug/Tox,382,ug/mL,ug/mL,,Vancomycin^trough,MCnc,Pt,Ser/Plas,Qn,,Ser/Plas,Vancomycin,
,5763-8,Zinc [Mass/volume] in Serum or Plasma,DRUG/TOX,Drug/Tox,739,ug/mL,ug/mL,,Zinc,MCnc,Pt,Ser/Plas,Qn,,Ser/Plas,,
,19593-3,6-Monoacetylmorphine (6-MAM) [Mass/volume] in Urine by Confirmatory method,DRUG/TOX,Drug/Tox,1646,ng/mL,ng/mL,,6-Monoacetylmorphine,MCnc,Pt,Urine,Qn,Confirm,Urine,Opiate UR,
,10976-9,6-Monoacetylmorphine (6-MAM) [Presence] in Urine,DRUG/TOX,Drug/Tox,815,,,,6-Monoacetylmorphine,ACnc,Pt,Urine,Ord,,Urine,Opiate UR,
,3299-5,Acetaminophen [Presence] in Urine,DRUG/TOX,Drug/Tox,742,,,,Acetaminophen,ACnc,Pt,Urine,Ord,,Urine,,
,5569-9,Acetone [Presence] in Urine,DRUG/TOX,Drug/Tox,473,,,,Acetone,ACnc,Pt,Urine,Ord,,Urine,,
,19343-3,Amphetamine [Presence] in Urine by Screen method,DRUG/TOX,Drug/Tox,656,,,"CAUTION:  Amphetamine (singular) defines one compound. Amphetamines (plural) specifies a class of compounds,  e.g. methamphetamine, amphetamine, MDMA (ecstasy), MDEA (Eve), etc. ",Amphetamine,ACnc,Pt,Urine,Ord,Screen,Urine,Amphetamines UR,
,8150-5,Amphetamines [Mass/volume] in Urine,DRUG/TOX,Drug/Tox,1361,ug/L,ug/L,"CAUTION:  Amphetamine (singular) defines one compound. Amphetamines (plural) specifies a class of compounds,  e.g. methamphetamine, amphetamine, MDMA (ecstasy), MDEA (Eve), etc. ",Amphetamines,MCnc,Pt,Urine,Qn,,Urine,Amphetamines UR,
,3349-8,Amphetamines [Presence] in Urine,DRUG/TOX,Drug/Tox,214,,,"CAUTION:  Amphetamine (singular) defines one compound. Amphetamines (plural) specifies a class of compounds,  e.g. methamphetamine, amphetamine, MDMA (ecstasy), MDEA (Eve), etc. ",Amphetamines,ACnc,Pt,Urine,Ord,,Urine,Amphetamines UR,
,19261-7,Amphetamines [Presence] in Urine by Screen method,DRUG/TOX,Drug/Tox,1508,,,"CAUTION:  Amphetamine (singular) defines one compound. Amphetamines (plural) specifies a class of compounds,  e.g. methamphetamine, amphetamine, MDMA (ecstasy), MDEA (Eve), etc. ",Amphetamines,ACnc,Pt,Urine,Ord,Screen,Urine,Amphetamines UR,
,33915-0,Anabasine [Mass/volume] in Urine,DRUG/TOX,Drug/Tox,1372,ng/mL,ng/mL,,Anabasine,MCnc,Pt,Urine,Qn,,Urine,,
,9426-8,Barbiturates [Mass/volume] in Urine,DRUG/TOX,Drug/Tox,1365,ug/mL,ug/mL,,Barbiturates,MCnc,Pt,Urine,Qn,,Urine,Barb UR,
,3377-9,Barbiturates [Presence] in Urine,DRUG/TOX,Drug/Tox,207,,,,Barbiturates,ACnc,Pt,Urine,Ord,,Urine,Barb UR,
,19270-8,Barbiturates [Presence] in Urine by Screen method,DRUG/TOX,Drug/Tox,706,,,,Barbiturates,ACnc,Pt,Urine,Ord,Screen,Urine,Barb UR,
,9428-4,Benzodiazepines [Mass/volume] in Urine,DRUG/TOX,Drug/Tox,1367,ug/L,ug/L,,Benzodiazepines,MCnc,Pt,Urine,Qn,,Urine,Benzo UR,
,3390-2,Benzodiazepines [Presence] in Urine,DRUG/TOX,Drug/Tox,196,,,,Benzodiazepines,ACnc,Pt,Urine,Ord,,Urine,Benzo UR,
,16195-0,Benzodiazepines [Presence] in Urine by Confirmatory method,DRUG/TOX,Drug/Tox,1915,,,,Benzodiazepines,ACnc,Pt,Urine,Ord,Confirm,Urine,Benzo UR,
,14316-4,Benzodiazepines [Presence] in Urine by Screen method,DRUG/TOX,Drug/Tox,1307,,,,Benzodiazepines,ACnc,Pt,Urine,Ord,Screen,Urine,Benzo UR,
,3393-6,Benzoylecgonine [Presence] in Urine,DRUG/TOX,Drug/Tox,293,,,Major metabolite of cocaine.,Benzoylecgonine,ACnc,Pt,Urine,Ord,,Urine,Opiate UR,
,14314-9,Benzoylecgonine [Presence] in Urine by Screen method,DRUG/TOX,Drug/Tox,719,,,Major metabolite of cocaine.,Benzoylecgonine,ACnc,Pt,Urine,Ord,Screen,Urine,Opiate UR,
,3414-0,Buprenorphine [Presence] in Urine,DRUG/TOX,Drug/Tox,812,,,,Buprenorphine,ACnc,Pt,Urine,Ord,,Urine,,
,18282-4,Cannabinoids [Presence] in Urine by Screen method,DRUG/TOX,Drug/Tox,224,,,"Detects a variety of marijuana metabolite, such as THC-COOH.",Cannabinoids,ACnc,Pt,Urine,Ord,Screen,Urine,CAN-THC UR,
,26760-9,Cannabinoids [Units/volume] in Urine,DRUG/TOX,Drug/Tox,768,ng/mL,ng/mL,"Detects a variety of marijuana metabolite, such as THC-COOH.",Cannabinoids,ACnc,Pt,Urine,Qn,,Urine,CAN-THC UR,
,19287-2,Cannabinoids tested for in Urine by Screen method Nominal,DRUG/TOX,Drug/Tox,1715,,,,Cannabinoids tested for,Prid,Pt,Urine,Nom,Screen,Urine,CAN-THC UR,
,3436-3,Carboxy tetrahydrocannabinol [Mass/volume] in Urine,DRUG/TOX,Drug/Tox,1840,ng/mL,ng/mL,"Detects a variety of marijuana metabolite, such as THC-COOH.",Carboxy tetrahydrocannabinol,MCnc,Pt,Urine,Qn,,Urine,CAN-THC UR,
,3397-7,Cocaine [Presence] in Urine,DRUG/TOX,Drug/Tox,301,,,,Cocaine,ACnc,Pt,Urine,Ord,,Urine,Opiate UR,
,16250-3,Codeine [Mass/volume] in Urine by Confirmatory method,DRUG/TOX,Drug/Tox,1445,ng/mL,ng/mL,,Codeine,MCnc,Pt,Urine,Qn,Confirm,Urine,Opiate UR,
,3507-1,Codeine [Presence] in Urine,DRUG/TOX,Drug/Tox,1323,,,,Codeine,ACnc,Pt,Urine,Ord,,Urine,,
,10366-3,Cotinine [Mass/volume] in Urine,DRUG/TOX,Drug/Tox,674,ng/mL,ng/mL,Metabolite of nicotine. Used to test for smoking.,Cotinine,MCnc,Pt,Urine,Qn,,Urine,,
,40464-0,Drugs identified in Urine by Confirmatory method,DRUG/TOX,Drug/Tox,1711,,,The reported value of this observation would be the name or ID for one or more drug species.,Drugs identified,Prid,Pt,Urine,Nom,Confirm,Urine,Drugs ID'd,
,12286-1,Drugs identified in Urine by Screen method,DRUG/TOX,Drug/Tox,1071,,,The reported value of this observation would be the name or ID for one or more drug species.,Drugs identified,Prid,Pt,Urine,Nom,Screen,Urine,Drugs ID'd,
,5645-7,Ethanol [Mass/volume] in Urine,DRUG/TOX,Drug/Tox,892,mg/dL,mg/dL,,Ethanol,MCnc,Pt,Urine,Qn,,Urine,Ethanol,
,5644-0,Ethanol [Presence] in Urine,DRUG/TOX,Drug/Tox,1651,,,,Ethanol,ACnc,Pt,Urine,Ord,,Urine,Ethanol,
,11235-9,Fentanyl [Presence] in Urine,DRUG/TOX,Drug/Tox,1509,,,,Fentanyl,ACnc,Pt,Urine,Ord,,Urine,,
,12308-3,Hydrocodone [Presence] in Urine,DRUG/TOX,Drug/Tox,1622,,,,Hydrocodone,ACnc,Pt,Urine,Ord,,Urine,,
,9834-3,Hydromorphone [Presence] in Urine,DRUG/TOX,Drug/Tox,1623,,,,Hydromorphone,ACnc,Pt,Urine,Ord,,Urine,,
,3746-5,Meperidine [Presence] in Urine,DRUG/TOX,Drug/Tox,1268,,,,Meperidine,ACnc,Pt,Urine,Ord,,Urine,,
,3773-9,Methadone [Presence] in Urine,DRUG/TOX,Drug/Tox,417,,,,Methadone,ACnc,Pt,Urine,Ord,,Urine,Meth d,
,19550-3,Methadone [Presence] in Urine by Screen method,DRUG/TOX,Drug/Tox,629,,,,Methadone,ACnc,Pt,Urine,Ord,Screen,Urine,Meth d,
,3779-6,Methamphetamine [Presence] in Urine,DRUG/TOX,Drug/Tox,634,,,,Methamphetamine,ACnc,Pt,Urine,Ord,,Urine,Meth,
,19554-5,Methamphetamine [Presence] in Urine by Screen method,DRUG/TOX,Drug/Tox,663,,,,Methamphetamine,ACnc,Pt,Urine,Ord,Screen,Urine,Meth,
,3786-1,Methaqualone [Presence] in Urine,DRUG/TOX,Drug/Tox,1799,,,,Methaqualone,ACnc,Pt,Urine,Ord,,Urine,,
,16251-1,Morphine [Mass/volume] in Urine by Confirmatory method,DRUG/TOX,Drug/Tox,1466,ng/mL,ng/mL,,Morphine,MCnc,Pt,Urine,Qn,Confirm,Urine,Morph,
,3830-7,Morphine [Presence] in Urine,DRUG/TOX,Drug/Tox,1350,,,,Morphine,ACnc,Pt,Urine,Ord,,Urine,Morph,
,3854-7,Nicotine [Mass/volume] in Urine,DRUG/TOX,Drug/Tox,802,ng/mL,ng/mL,Used to test for tobacco smoking,Nicotine,MCnc,Pt,Urine,Qn,,Urine,,
,16228-9,Nordiazepam [Mass/volume] in Urine by Confirmatory method,DRUG/TOX,Drug/Tox,1759,ng/mL,ng/mL,,Nordiazepam,MCnc,Pt,Urine,Qn,Confirm,Urine,,
,3861-2,Nordiazepam [Presence] in Urine,DRUG/TOX,Drug/Tox,1835,,,,Nordiazepam,ACnc,Pt,Urine,Ord,,Urine,,
,33917-6,Nornicotine [Mass/volume] in Urine,DRUG/TOX,Drug/Tox,1665,ng/mL,ng/mL,"Metabolite of nicotine, used to test for tobacco smoking.",Nornicotine,MCnc,Pt,Urine,Qn,,Urine,,
,8220-6,Opiates [Mass/volume] in Urine,DRUG/TOX,Drug/Tox,1758,ng/mL,ng/mL,,Opiates,MCnc,Pt,Urine,Qn,,Urine,,
,3879-4,Opiates [Presence] in Urine,DRUG/TOX,Drug/Tox,195,,,,Opiates,ACnc,Pt,Urine,Ord,,Urine,,
,18390-5,Opiates [Presence] in Urine by Confirmatory method,DRUG/TOX,Drug/Tox,553,,,,Opiates,ACnc,Pt,Urine,Ord,Confirm,Urine,,
,19295-5,Opiates [Presence] in Urine by Screen method,DRUG/TOX,Drug/Tox,987,,,,Opiates,ACnc,Pt,Urine,Ord,Screen,Urine,,
,19296-3,Opiates tested for in Urine by Screen method Nominal,DRUG/TOX,Drug/Tox,1139,,,The values reported would be the names of the opiates that could be detected by the procedure,Opiates tested for,Prid,Pt,Urine,Nom,Screen,Urine,,
,16201-6,Oxazepam [Mass/volume] in Urine by Confirmatory method,DRUG/TOX,Drug/Tox,1756,ng/mL,ng/mL,,Oxazepam,MCnc,Pt,Urine,Qn,Confirm,Urine,,
,12361-2,Oxazepam [Presence] in Urine,DRUG/TOX,Drug/Tox,1836,,,,Oxazepam,ACnc,Pt,Urine,Ord,,Urine,,
,16249-5,Oxycodone [Mass/volume] in Urine by Confirmatory method,DRUG/TOX,Drug/Tox,1625,ng/mL,ng/mL,,Oxycodone,MCnc,Pt,Urine,Qn,Confirm,Urine,,
,10998-3,Oxycodone [Presence] in Urine,DRUG/TOX,Drug/Tox,814,,,,Oxycodone,ACnc,Pt,Urine,Ord,,Urine,,
,19643-6,Oxycodone [Presence] in Urine by Confirmatory method,DRUG/TOX,Drug/Tox,1628,,,,Oxycodone,ACnc,Pt,Urine,Ord,Confirm,Urine,,
,17395-5,Oxymorphone [Mass/volume] in Urine by Confirmatory method,DRUG/TOX,Drug/Tox,1631,ng/mL,ng/mL,,Oxymorphone,MCnc,Pt,Urine,Qn,Confirm,Urine,oxymorph,
,18325-1,Oxymorphone [Presence] in Urine by Confirmatory method,DRUG/TOX,Drug/Tox,1629,,,,Oxymorphone,ACnc,Pt,Urine,Ord,Confirm,Urine,oxymorph,
,3936-2,Phencyclidine [Presence] in Urine,DRUG/TOX,Drug/Tox,321,,,,Phencyclidine,ACnc,Pt,Urine,Ord,,Urine,Phencyc,
,19659-2,Phencyclidine [Presence] in Urine by Screen method,DRUG/TOX,Drug/Tox,273,,,,Phencyclidine,ACnc,Pt,Urine,Ord,Screen,Urine,Phencyc,
,3545-1,Propoxyphene [Mass/volume] in Urine,DRUG/TOX,Drug/Tox,1505,ng/mL,ng/mL,,Propoxyphene,MCnc,Pt,Urine,Qn,,Urine,Propox,
,19141-1,Propoxyphene [Presence] in Urine,DRUG/TOX,Drug/Tox,932,,,,Propoxyphene,ACnc,Pt,Urine,Ord,,Urine,Propox,
,19429-0,Propoxyphene [Presence] in Urine by Screen method,DRUG/TOX,Drug/Tox,1464,,,,Propoxyphene,ACnc,Pt,Urine,Ord,Screen,Urine,Propox,
,3426-4,Tetrahydrocannabinol [Presence] in Urine,DRUG/TOX,Drug/Tox,368,,,"Metabolite of marijuana, also called THC.",Tetrahydrocannabinol,ACnc,Pt,Urine,Ord,,Urine,THC,
,19415-9,Tetrahydrocannabinol [Presence] in Urine by Screen method,DRUG/TOX,Drug/Tox,933,,,"Metabolite of marijuana, also called THC.",Tetrahydrocannabinol,ACnc,Pt,Urine,Ord,Screen,Urine,THC,
,19710-3,Tramadol [Presence] in Urine by Screen method,DRUG/TOX,Drug/Tox,1539,,,,Tramadol,ACnc,Pt,Urine,Ord,Screen,Urine,,
,11004-9,Tricyclic antidepressants [Presence] in Urine,DRUG/TOX,Drug/Tox,568,,,,Tricyclic antidepressants,ACnc,Pt,Urine,Ord,,Urine,Tricyc,
,19312-8,Tricyclic antidepressants [Presence] in Urine by Screen method,DRUG/TOX,Drug/Tox,443,,,,Tricyclic antidepressants,ACnc,Pt,Urine,Ord,Screen,Urine,Tricyc,
Fertility Male,,,,,,,,,,,,,,,,,
,10587-4,Sexual abstinence duration,FERT,Fertility Male,1481,d,d,Days of abstinence prior to semen specimen collection,Sexual abstinence duration,Time,Pt,^Patient,Qn,,^Patient,Fertility Male,
,34696-5,Collection method [Type] of Semen,SPEC,Fertility Male,1810,,,,Collection method,Type,Pt,Semen,Nom,,Semen,,
,13358-7,Collection time of Semen,SPEC,Fertility Male,1373,,,,Collection time,TmStp,Pt,Semen,Qn,,Semen,Fertility Male,
,13627-5,Erythrocytes [Presence] in Semen by Light microscopy,FERT,Fertility Male,1813,,,Laboratories use many specific terms to report semen analysis observations that are not included in the top 2000. LOINC has >130 such observation codes in the full table,Erythrocytes,ACnc,Pt,Semen,Ord,Microscopy.light,Semen,Fertility Male,
,13943-6,Fructose [Presence] in Semen,Chem,Fertility Male,1532,,,Absence of fructose may indicate a problem with the seminal vesicles. Normal cut off is >300 mg/mL,Fructose,ACnc,Pt,Semen,Ord,,Semen,Semen Analysis,
,10579-1,Leukocytes [#/volume] in Semen,FERT,Fertility Male,1489,10*6/mL,10*6/mL,,Leukocytes,NCnc,Pt,Semen,Qn,,Semen,Fertility Male,
,10580-9,Liquefaction [Time] in Semen,FERT,Fertility Male,1767,min,min,,Liquefaction,Time,Pt,Semen,Qn,,Semen,Fertility Male,
,2752-4,pH of Semen,Chem,Fertility Male,1166,[pH],pH,,pH,LsCnc,Pt,Semen,Qn,,Semen,Semen Analysis,
,10585-8,Round cells [#/volume] in Semen,FERT,Fertility Male,1101,10*6/mL,10*6/mL,,Round cells,NCnc,Pt,Semen,Qn,,Semen,Fertility Male,
,9780-8,Spermatozoa [#/volume] in Semen,FERT,Fertility Male,1001,10*6/mL,10*6/mL,,Spermatozoa,NCnc,Pt,Semen,Qn,,Semen,Fertility Male,
,38544-3,Spermatozoa [#/volume] in Semen --pre washing,FERT,Fertility Male,1266,10*6/mL,10*6/mL,,Spermatozoa^pre washing,NCnc,Pt,Semen,Qn,,Semen,Fertility Male,
,9704-8,Spermatozoa [Morphology] in Semen,FERT,Fertility Male,1475,,,,Spermatozoa,Morph,Pt,Semen,Nom,,Semen,Fertility Male,
,34441-6,Spermatozoa [Velocity] in Semen,FERT,Fertility Male,1533,um/s,um/s,,Spermatozoa,Vel,Pt,Semen,Qn,,Semen,Fertility Male,
,33217-1,Spermatozoa Agglutinated [Presence] in Semen,FERT,Fertility Male,1102,,,,Spermatozoa.agglutinated,ACnc,Pt,Semen,Ord,,Semen,Fertility Male,
,13942-8,Spermatozoa Motile [Presence] in Semen by Light microscopy,FERT,Fertility Male,1680,,,,Spermatozoa.motile,ACnc,Pt,Semen,Ord,Microscopy.light,Semen,Fertility Male,
,6800-7,Spermatozoa Motile/100 spermatozoa in Semen,FERT,Fertility Male,1083,%,%,,Spermatozoa.motile/100 spermatozoa,NFr,Pt,Semen,Qn,,Semen,Fertility Male,
,38540-1,Spermatozoa Motile/100 spermatozoa in Semen --pre washing,FERT,Fertility Male,1267,%,%,,Spermatozoa.motile/100 spermatozoa^pre washing,NFr,Pt,Semen,Qn,,Semen,Fertility Male,
,10622-9,Spermatozoa Normal/100 spermatozoa in Semen,FERT,Fertility Male,1682,%,%,,Spermatozoa.normal/100 spermatozoa,NFr,Pt,Semen,Qn,,Semen,Fertility Male,
,14194-5,Spermatozoa Progressive/100 spermatozoa in Semen,FERT,Fertility Male,1485,%,%,,Spermatozoa.progressive/100 spermatozoa,NFr,Pt,Semen,Qn,,Semen,Fertility Male,
,9631-3,Viscosity of Semen,SPEC,Fertility Male,1100,,,,Viscosity,Visc,Pt,Semen,Qn,,Semen,Fertility Male,
,32789-0,Viscosity of Semen Qualitative,SPEC,Fertility Male,1856,,,,Viscosity,Visc,Pt,Semen,Ord,,Semen,Fertility Male,
,3160-9,Volume of Semen,FERT,Fertility Male,904,mL,mL,,Specimen volume,Vol,Pt,Semen,Qn,,Semen,Fertility Male,
,40692-6,Volume of Semen--pre washing,FERT,Fertility Male,1499,mL,mL,,Specimen volume^pre washing,Vol,Pt,Semen,Qn,,Semen,Fertility Male,
Heme-Bld CBC/Hemogram,,,,,,,,,,,,,,,,,
"The Complete Blood Count/hemogram panel (often called CBC) includes total counts of the main cellular blood components (WBC, RBC, and platelets), hemoglobin, hematocrit, and various red cell and platelet indices. It does not include a differential count. In the U.S., you can expect all of the LOINC codes within a CBC/Hemogram to have a method of automated, with the one exception of hemoglobin. The Hemoglobin delivered by the automated counters uses standard chemistry methods for its quantification, so it is the same code as delivered by a chemistry instrument. The hematocrit that comes with the CBC/Hemogram is [LOINC: 4544-3]. Separate codes are available for spun capillary tube hematocrit [LOINC: 4545-0] and point of care hematocrit done on a chemistry instrument [LOINC: 718-7].",,,,,,,,,,,,,,,,,
,21000-5,Erythrocyte distribution width [Entitic volume] by Automated count,HEM/BC,Heme-Bld CBC/Hemogram,159,fL,fL,"This is the version of RDW reported in volume units, Do not confuse with [LOINC: 788-0] reported as a %.  ",Erythrocyte distribution width,EntVol,Pt,RBC,Qn,Automated count,Bld,HEMOGRAM,
